0.7829,0.9404,0.9585,
0.5076,0.802,0.9331,
0.4385,0.6194,0.8847,
0.183,0.3441,0.6869,
0.1671,0.2871,0.4558,
0.3013,0.2526,0.4403,
0.238,0.2214,0.4389,
0.2393,0.1691,0.3415,
0.1653,0.1783,0.3306,
,,,
,,,
,,,
,,,
,,,
I3,I2,I1,BL
0.7894,0.9345,0.6994,0.9706
0.6134,0.8262,0.4746,0.9706
0.4452,0.7587,0.2785,0.9706
0.4783,0.6801,0.1817,0.9706
0.4593,0.623,0.1397,0.9706
0.4358,0.5712,0.1045,0.9706
0.2664,0.5147,0.099,0.9706
0.2637,0.4546,0.0987,0.9706
0.0869,0.4181,0.0988,0.9706
