0.1522
0.1111
0.0895
0.0635
0.0546
0.0476
0.044
0.0381
0.0378
0.8891
0.7055
0.485
0.3189
0.2441
0.1991
0.1365
0.0762
0.0528
0.8661
0.5871
0.4081
0.3231
0.246
0.1626
0.1567
0.1592
0.1585
