54,0.9697,,,,,,,,,,,,,
54,0.97,,,,,,,,,,,,,
54,0.9683,,,,,,,,,,,,,
54,0.9687,,,,,,,,,,,,,
54,0.9685,,,,,,,,,,,0.9509,0.9676,0.9697
54,0.9684,,,,,,,,,,,0.8956,0.9657,0.97
54,0.9672,,,,,,,,,,,0.6688,0.9484,0.9683
54,0.9681,,,,,,,,,,,0.6906,0.9339,0.9687
54,0.9679,,,,,,,,,,,0.7598,0.8911,0.9685
54,0.9169,,,,,,,,,,,0.7196,0.9097,0.9684
54,0.8734,,,,,,,,,,,0.8309,0.8471,0.9672
54,0.822,,,,,,,,,,,0.7854,0.8716,0.9681
54,0.7843,,,,,,,,,,,0.7712,0.823,0.9679
54,0.7113,,,,,,,,,,,,,
54,0.6601,,,,,,,,,,,,,
54,0.6255,,,,,,,,,,,,,
54,0.6151,,,,,,,,,,,,,
54,0.5942,,,,,,,,,,,0.819,0.9644,0.9169
54,0.9676,,,,,,,,,,,0.714,0.9532,0.8734
54,0.9657,,,,,,,,,,,0.7496,0.9403,0.822
54,0.9484,,,,,,,,,,,0.7164,0.9337,0.7843
54,0.9339,,,,,,,,,,,0.6824,0.9217,0.7113
54,0.8911,,,,,,,,,,,0.7576,0.9217,0.6601
54,0.9097,,,,,,,,,,,0.6519,0.9143,0.6255
54,0.8471,,,,,,,,,,,0.7007,0.9017,0.6151
54,0.8716,,,,,,,,,,,0.8363,0.8981,0.5942
54,0.823,,,,,,,,,,,,,
54,0.9644,,,,,,,,,,,,,
54,0.9532,,,,,,,,,,,,,
54,0.9403,,,,,,,,,,,,,
54,0.9337,,,,,,,,,,,,,
54,0.9217,,,,,,,,,,,,,
54,0.9217,,,,,,,,,,,,,
54,0.9143,,,,,,,,,,,,,
54,0.9017,,,,,,,,,,,,,
54,0.8981,,,,,,,,,,,,,
54,0.9509,,,,,,,,,,,,,
54,0.8956,,,,,,,,,,,,,
54,0.6688,,,,,,,,,,,,,
54,0.6906,,,,,,,,,,,,,
54,0.7598,,,,,,,,,,,,,
54,0.7196,,,,,,,,,,,,,
54,0.8309,,,,,,,,,,,,,
54,0.7854,,,,,,,,,,,,,
54,0.7712,,,,,,,,,,,,,
54,0.819,,,,,,,,,,,,,
54,0.714,,,,,,,,,,,,,
54,0.7496,,,,,,,,,,,,,
54,0.7164,,,,,,,,,,,,,
54,0.6824,,,,,,,,,,,,,
54,0.7576,,,,,,,,,,,,,
54,0.6519,,,,,,,,,,,,,
54,0.7007,,,,,,,,,,,,,
54,0.8363,,,,,,,,,,,,,
